Jahr,Art,Bezirk,Deutschland,Schleswig-Holstein,Hamburg,Niedersachsen,Bremen,Nordrhein-Westfalen,Hessen,Rheinland-Pfalz,Baden-Württemberg,Bayern,Saarland,Brandenburg,Mecklenburg-Vorpommern,Sachsen,Sachsen-Anhalt,Thüringen
2012,Fortzug,Lichtenberg,5930,130,167,352,41,496,188,83,336,406,16,2547,335,407,272,154
2012,Fortzug,Marzahn-Hellersdorf,5450,179,96,275,23,310,143,71,271,297,11,2869,311,279,183,132
2012,Fortzug,Mitte,8898,280,435,761,116,1291,608,169,948,1075,59,1838,284,500,294,240
2012,Fortzug,Neukölln,5666,204,217,526,48,709,342,101,487,640,30,1677,154,288,156,87
2012,Fortzug,Pankow,9652,235,427,501,89,942,443,141,718,867,27,3694,500,570,301,197
2012,Fortzug,Reinickendorf,4438,176,118,291,27,388,189,74,282,363,19,2034,166,143,120,48
2012,Fortzug,Spandau,4627,167,134,359,31,409,178,78,283,341,22,2101,158,162,155,49
2012,Fortzug,Steglitz-Zehlendorf,6171,237,211,513,53,584,279,123,522,576,32,2449,133,244,133,82
2012,Fortzug,Tempelhof-Schöneberg,6223,251,260,497,67,822,337,128,578,629,22,1984,166,243,150,89
2012,Fortzug,Treptow-Köpenick,5480,130,111,242,36,341,158,89,300,381,10,2863,244,311,159,105
2012,Zuzug,Charlottenburg-Wilmersdorf,8114,294,400,784,107,1398,558,205,790,978,38,1519,253,372,245,173
2012,Zuzug,Friedrichshain-Kreuzberg,9623,339,550,838,146,1469,684,292,1129,1131,76,1428,370,564,332,275
2012,Zuzug,Lichtenberg,6395,202,202,393,53,532,246,130,402,414,27,2318,474,505,294,203
2012,Zuzug,Marzahn-Hellersdorf,5171,132,89,263,20,367,126,82,227,277,6,2531,357,304,251,139
2012,Zuzug,Mitte,12346,390,569,1148,191,1904,865,316,1425,1355,80,2096,499,740,467,301
2012,Zuzug,Neukölln,6833,210,326,590,119,1060,506,198,727,785,51,1289,197,429,197,149
2012,Zuzug,Pankow,10908,321,569,816,110,1475,697,219,991,1046,61,2614,618,693,412,266
2012,Zuzug,Reinickendorf,4297,160,116,326,45,555,226,100,324,338,24,1480,188,191,150,74
2012,Zuzug,Spandau,4857,186,128,447,46,526,203,118,259,343,12,1813,223,201,254,98
2012,Zuzug,Steglitz-Zehlendorf,6315,233,229,515,76,828,398,140,630,590,29,1761,210,314,239,123
2012,Zuzug,Tempelhof-Schöneberg,6911,256,310,598,87,999,465,193,669,731,62,1633,225,337,206,140
2012,Zuzug,Treptow-Köpenick,5703,174,126,334,43,546,226,105,309,372,15,2369,280,378,292,134
2013,Fortzug,Charlottenburg-Wilmersdorf,6270,225,334,495,78,909,485,142,562,787,34,1545,146,267,174,87
2013,Fortzug,Friedrichshain-Kreuzberg,6619,183,375,476,83,926,472,159,666,750,42,1531,262,387,172,135
2013,Fortzug,Lichtenberg,6334,156,167,371,48,475,227,79,379,385,19,2814,398,369,308,139
2013,Fortzug,Marzahn-Hellersdorf,5646,149,99,267,33,308,167,84,270,242,12,3122,313,245,216,119
2013,Fortzug,Mitte,9059,322,488,739,111,1304,615,206,900,1038,49,1998,357,465,298,169
2013,Fortzug,Neukölln,5865,191,240,475,70,761,343,114,552,584,24,1792,171,302,148,98
2013,Fortzug,Pankow,9612,260,422,554,68,899,447,162,659,794,32,3738,543,565,285,184
2013,Fortzug,Reinickendorf,4566,140,119,329,29,407,195,96,318,324,17,2124,143,171,117,37
2013,Fortzug,Spandau,4766,206,85,375,39,394,155,92,256,325,19,2280,155,189,138,58
2013,Fortzug,Steglitz-Zehlendorf,6328,269,200,483,45,594,323,104,500,610,10,2436,195,280,185,94
2013,Fortzug,Tempelhof-Schöneberg,6225,217,237,501,66,742,336,130,549,672,35,2018,180,280,161,101
2013,Fortzug,Treptow-Köpenick,5683,163,102,300,24,382,175,59,287,341,17,2951,292,313,175,102
2013,Zuzug,Charlottenburg-Wilmersdorf,7904,256,372,721,86,1365,569,210,746,977,62,1497,237,387,232,187
2013,Zuzug,Friedrichshain-Kreuzberg,9026,272,563,799,142,1424,670,272,1057,1138,65,1209,350,508,312,245
2013,Zuzug,Lichtenberg,6385,167,231,347,55,594,299,126,426,459,19,2279,458,445,282,198
2013,Zuzug,Marzahn-Hellersdorf,4809,139,94,209,33,328,168,79,205,279,10,2250,295,318,247,155
2013,Zuzug,Mitte,11830,378,606,1075,179,1941,845,315,1328,1318,83,1936,452,659,434,281
2013,Zuzug,Neukölln,6635,215,293,573,115,1044,470,203,679,856,45,1195,189,403,197,158
2013,Zuzug,Pankow,10914,329,498,757,116,1517,690,261,950,1125,64,2661,591,673,445,237
2013,Zuzug,Reinickendorf,4379,177,115,393,46,495,253,107,325,420,23,1401,168,212,161,83
2013,Zuzug,Spandau,4762,177,101,366,42,513,215,92,307,374,15,1874,195,210,195,86
2013,Zuzug,Steglitz-Zehlendorf,6190,249,243,513,59,831,356,155,543,639,26,1788,195,292,195,106
2013,Zuzug,Tempelhof-Schöneberg,6743,235,304,607,84,1072,499,194,654,641,50,1487,210,318,219,169
2013,Zuzug,Treptow-Köpenick,5464,129,131,308,24,526,240,103,325,370,17,2191,293,436,238,133
